,Entity,Year,Percentage of Individuals using the Internet (ICT),Mobile cellular subscriptions
2092,Ireland,2004,36.99,94.47377374
2093,Ireland,2005,41.61,102.69355329999999
2094,Ireland,2006,54.82,110.98011310000001
2095,Ireland,2007,61.16,115.85307390000001
2096,Ireland,2008,65.34,116.0047081
2097,Ireland,2009,67.38,106.6677293
2098,Ireland,2010,69.85,105.23580990000002
2099,Ireland,2011,74.89,108.479355
2100,Ireland,2012,76.92,107.2128919
2101,Ireland,2013,78.25,102.755635
2102,Israel,1990,,0.33872982100000004
2103,Israel,1991,,0.495518787
2104,Israel,1992,,0.75107401
2105,Israel,1993,,1.293391516
2106,Israel,1994,,2.583802439
2107,Israel,1995,,8.354980904
2108,Israel,1996,,19.09479005
2109,Israel,1997,,29.70554874
2110,Israel,1998,,37.24716556
2111,Israel,1999,,48.88595196
2112,Israel,2000,20.87,73.16613652
2113,Israel,2001,17.38,89.73880798
2114,Israel,2002,17.76,100.97852879999999
2115,Israel,2003,19.59,104.2462475
2116,Israel,2004,22.77,111.65058370000001
2117,Israel,2005,25.19,117.46486090000002
2118,Israel,2006,27.88,124.3388396
2119,Israel,2007,48.13,128.454728
2120,Israel,2008,59.39,126.3854986
2121,Israel,2009,63.12,124.0341367
2122,Israel,2010,67.5,122.7836679
2123,Israel,2011,68.87,121.97827009999999
2124,Israel,2012,70.8,120.6843884
2125,Israel,2013,70.8,122.84783519999999
2126,Italy,1990,,0.468047382
2127,Italy,1991,,0.999024175
2128,Italy,1992,,1.376232801
2129,Italy,1993,,2.120206352
2130,Italy,1994,,3.9322903830000002
2131,Italy,1995,,6.886434446
2132,Italy,1996,,11.27907186
2133,Italy,1997,,20.63367341
2134,Italy,1998,,36.04026526
2135,Italy,1999,,53.269812800000004
2136,Italy,2000,23.11,74.13388725
2137,Italy,2001,27.22,89.59054415
2138,Italy,2002,28.04,94.25849261
2139,Italy,2003,29.04,98.10254268
2140,Italy,2004,33.24,107.6937662
2141,Italy,2005,35.0,121.8642226
2142,Italy,2006,37.99,136.12111299999998
2143,Italy,2007,40.79,150.962827
2144,Italy,2008,44.53,150.88564580000002
2145,Italy,2009,48.83,149.5058395
2146,Italy,2010,53.68,154.79700880000001
2147,Italy,2011,54.39,158.145883
2148,Italy,2012,55.83,159.6276155
2149,Italy,2013,58.46,158.8172931
2150,Jamaica,1990,,0.0
2151,Jamaica,1991,,0.10278027599999999
2152,Jamaica,1992,,0.318010492
2153,Jamaica,1993,,0.62934611
2154,Jamaica,1994,,1.069988634
2155,Jamaica,1995,,1.8333495119999998
2156,Jamaica,1996,,2.198589265
2157,Jamaica,1997,,2.62987066
2158,Jamaica,1998,,3.102606933
2159,Jamaica,1999,,5.643288716
2160,Jamaica,2000,3.12,14.21072341
2161,Jamaica,2001,3.86,22.9496504
2162,Jamaica,2002,6.1,47.39667326
2163,Jamaica,2003,7.8,59.5500915
2164,Jamaica,2004,10.0,68.93370547
2165,Jamaica,2005,12.8,73.87598526
2166,Jamaica,2006,16.4,84.36418744
2167,Jamaica,2007,21.1,99.12039649
2168,Jamaica,2008,23.6,100.164076
2169,Jamaica,2009,24.3,108.29410990000001
2170,Jamaica,2010,27.67,116.0682988
2171,Jamaica,2011,37.44,106.92373570000001
2172,Jamaica,2012,33.79,98.04968759
2173,Jamaica,2013,37.1,102.23816479999999
2174,Japan,1990,,0.710088407
2175,Japan,1991,,1.123129273
2176,Japan,1992,,1.390274425
2177,Japan,1993,,1.723586246
2178,Japan,1994,,3.490181339
2179,Japan,1995,,9.408600615
2180,Japan,1996,,21.56058437
2181,Japan,1997,,30.59119313
2182,Japan,1998,,37.76545041
2183,Japan,1999,,45.30199511
2184,Japan,2000,29.99,53.12376978
2185,Japan,2001,38.53,59.39257273
2186,Japan,2002,46.59,64.25260095
2187,Japan,2003,48.44,68.48920048
2188,Japan,2004,62.39,72.15580043
2189,Japan,2005,66.92,75.98436507
2190,Japan,2006,68.69,78.51905384
2191,Japan,2007,74.3,84.35360774
2192,Japan,2008,75.4,86.70710553
2193,Japan,2009,78.0,91.31743648
2194,Japan,2010,78.21,96.80752449
2195,Japan,2011,79.05,104.27423259999999
2196,Japan,2012,79.5,110.90735430000001
2197,Japan,2013,89.71,117.63158670000001
2198,Jordan,1990,,0.042847107999999995
2199,Jordan,1991,,0.041317981000000004
2200,Jordan,1992,,0.039058232000000005
2201,Jordan,1993,,0.036805421
2202,Jordan,1994,,0.034812194
2203,Jordan,1995,,0.27406405
2204,Jordan,1996,,0.541761443
2205,Jordan,1997,,0.9894086240000001
2206,Jordan,1998,,1.7800310190000002
2207,Jordan,1999,,2.519897737
2208,Jordan,2000,2.62,8.158384017000001
2209,Jordan,2001,4.71,17.90295067
2210,Jordan,2002,6.03,24.87463731
2211,Jordan,2003,8.47,26.59397758
2212,Jordan,2004,11.66,31.89416724
2213,Jordan,2005,12.93,59.88643393
2214,Jordan,2006,13.87,79.99969054
2215,Jordan,2007,20.0,84.36638062
2216,Jordan,2008,23.0,89.88973816
2217,Jordan,2009,26.0,97.2992605
2218,Jordan,2010,27.2,102.5632445
2219,Jordan,2011,34.9,111.16317250000002
2220,Jordan,2012,37.0,128.1735327
2221,Jordan,2013,41.0,141.7962745
2222,Kazakhstan,1990,,0.0
2223,Kazakhstan,1991,,0.0
2224,Kazakhstan,1992,,0.0
2225,Kazakhstan,1993,,0.0
2226,Kazakhstan,1994,,0.002539553
2227,Kazakhstan,1995,,0.029582694
2228,Kazakhstan,1996,,0.063930025
2229,Kazakhstan,1997,,0.074254448
2230,Kazakhstan,1998,,0.199889072
2231,Kazakhstan,1999,,0.337203384
2232,Kazakhstan,2000,0.67,1.3536280109999999
2233,Kazakhstan,2001,1.01,3.997457287
2234,Kazakhstan,2002,1.67,7.023092365
2235,Kazakhstan,2003,2.0,9.023272289
2236,Kazakhstan,2004,2.65,16.42011664
2237,Kazakhstan,2005,2.96,35.83356656
2238,Kazakhstan,2006,3.27,51.0647485
2239,Kazakhstan,2007,4.02,80.03793182
2240,Kazakhstan,2008,11.0,95.77525322
2241,Kazakhstan,2009,18.2,108.38214909999999
2242,Kazakhstan,2010,31.6,121.867001
2243,Kazakhstan,2011,50.6,156.7946524
2244,Kazakhstan,2012,53.32,185.8215629
2245,Kazakhstan,2013,54.0,184.69475480000003
2246,Kenya,1990,,0.0
2247,Kenya,1991,,0.0
2248,Kenya,1992,,0.004393508
2249,Kenya,1993,,0.004497055
2250,Kenya,1994,,0.007471468
2251,Kenya,1995,,0.008312034
2252,Kenya,1996,,0.010026174
2253,Kenya,1997,,0.023379915
2254,Kenya,1998,,0.03621275
2255,Kenya,1999,,0.077946501
2256,Kenya,2000,0.32,0.40723604399999996
2257,Kenya,2001,0.62,1.867625738
2258,Kenya,2002,1.21,3.5972822730000003
2259,Kenya,2003,2.94,4.69188758
2260,Kenya,2004,3.02,7.309274576
2261,Kenya,2005,3.1,12.88773918
2262,Kenya,2006,7.53,19.96957736
2263,Kenya,2007,7.95,30.06283272
2264,Kenya,2008,8.67,42.04847839
2265,Kenya,2009,10.04,48.62445283
2266,Kenya,2010,14.0,61.03491308
2267,Kenya,2011,28.0,66.81460890000001
2268,Kenya,2012,32.1,71.17433333
2269,Kenya,2013,39.0,71.76404552
2270,Kiribati,1990,,0.0
2271,Kiribati,1991,,0.0
2272,Kiribati,1992,,0.0
2273,Kiribati,1993,,0.0
2274,Kiribati,1994,,0.0
2275,Kiribati,1995,,0.0
2276,Kiribati,1996,,0.0
2277,Kiribati,1997,,0.0
2278,Kiribati,1998,,0.027493814
2279,Kiribati,1999,,0.24576968899999999
2280,Kiribati,2000,1.79,0.362371358
2281,Kiribati,2001,2.34,0.468781524
2282,Kiribati,2002,2.5,0.576929801
2283,Kiribati,2003,3.0,0.602030422
2284,Kiribati,2004,3.5,0.6915085
2285,Kiribati,2005,4.0,0.718486095
2286,Kiribati,2006,4.5,0.761258469
2287,Kiribati,2007,6.0,0.8029892609999999
2288,Kiribati,2008,7.0,1.0544963729999999
2289,Kiribati,2009,8.97,10.29063487
2290,Kiribati,2010,9.07,10.83965092
2291,Kiribati,2011,10.0,13.89219144
2292,Kiribati,2012,10.75,15.87522076
2293,Kiribati,2013,11.5,16.60951041
2294,Kuwait,1990,,1.006663838
2295,Kuwait,1991,,2.15037524
2296,Kuwait,1992,,2.699075329
2297,Kuwait,1993,,3.656986692
2298,Kuwait,1994,,5.17054703
2299,Kuwait,1995,,7.414872617
2300,Kuwait,1996,,9.529321669
2301,Kuwait,1997,,12.83619367
2302,Kuwait,1998,,14.51624891
2303,Kuwait,1999,,16.49797487
2304,Kuwait,2000,6.73,24.97074069
2305,Kuwait,2001,8.55,44.32587231
2306,Kuwait,2002,10.25,59.90532323
2307,Kuwait,2003,22.4,67.09655714
2308,Kuwait,2004,22.93,80.79191756
2309,Kuwait,2005,25.93,60.18706501
2310,Kuwait,2006,28.79,48.79420214
2311,Kuwait,2007,34.8,55.82934104
2312,Kuwait,2008,42.0,55.50663695
2313,Kuwait,2009,50.8,91.87085234
2314,Kuwait,2010,61.4,133.0114856
2315,Kuwait,2011,65.77,157.90802649999998
2316,Kuwait,2012,70.45,156.89913169999997
2317,Kuwait,2013,75.46,190.2883477
2318,Kyrgyzstan,1990,,0.0
2319,Kyrgyzstan,1991,,0.0
2320,Kyrgyzstan,1992,,0.0
2321,Kyrgyzstan,1993,,0.0
2322,Kyrgyzstan,1994,,0.0
2323,Kyrgyzstan,1995,,0.0
2324,Kyrgyzstan,1996,,0.0
2325,Kyrgyzstan,1997,,0.0
2326,Kyrgyzstan,1998,,0.027985829
2327,Kyrgyzstan,1999,,0.052542782999999996
2328,Kyrgyzstan,2000,1.04,0.18164021100000002
2329,Kyrgyzstan,2001,3.0,0.541281538
2330,Kyrgyzstan,2002,3.0,1.06095982
2331,Kyrgyzstan,2003,3.91,2.7603612610000003
2332,Kyrgyzstan,2004,5.09,5.247235178
2333,Kyrgyzstan,2005,10.53,10.74198875
2334,Kyrgyzstan,2006,12.31,24.82981805
2335,Kyrgyzstan,2007,14.03,42.23224718
2336,Kyrgyzstan,2008,15.7,65.30377271
2337,Kyrgyzstan,2009,16.0,85.22197941
2338,Kyrgyzstan,2010,16.3,98.89869621
2339,Kyrgyzstan,2011,17.5,116.16918840000001
2340,Kyrgyzstan,2012,19.8,124.1795305
2341,Kyrgyzstan,2013,23.0,121.4498189
2342,Laos,1990,,0.0
2343,Laos,1991,,0.0
2344,Laos,1992,,0.006447558000000001
2345,Laos,1993,,0.007349983
2346,Laos,1994,,0.013154731999999999
2347,Laos,1995,,0.031592094
2348,Laos,1996,,0.076003812
2349,Laos,1997,,0.09643449400000001
2350,Laos,1998,,0.124074727
2351,Laos,1999,,0.227966538
2352,Laos,2000,0.11,0.235344074
2353,Laos,2001,0.18,0.540111284
2354,Laos,2002,0.27,0.994726112
2355,Laos,2003,0.33,1.998106804
2356,Laos,2004,0.36,3.582856417
2357,Laos,2005,0.85,11.35500253
2358,Laos,2006,1.17,17.12308321
2359,Laos,2007,1.64,24.58574175
2360,Laos,2008,3.55,32.93844548
2361,Laos,2009,6.0,51.6059112
2362,Laos,2010,7.0,62.59497573
2363,Laos,2011,9.0,84.04519396
2364,Laos,2012,10.75,64.70225602
2365,Laos,2013,12.5,68.13586427
2366,Latvia,1990,,0.0
2367,Latvia,1991,,0.0
2368,Latvia,1992,,0.039328979
2369,Latvia,1993,,0.14794034
2370,Latvia,1994,,0.331189288
2371,Latvia,1995,,0.603017378
2372,Latvia,1996,,1.159335396
2373,Latvia,1997,,3.166808235
2374,Latvia,1998,,6.935166587
2375,Latvia,1999,,11.45715573
2376,Latvia,2000,6.32,16.92073434
2377,Latvia,2001,7.22,28.00633094
2378,Latvia,2002,21.94,39.58103986
2379,Latvia,2003,26.98,53.30713618
2380,Latvia,2004,38.58,68.06697415
2381,Latvia,2005,46.0,84.02031102
2382,Latvia,2006,53.63,99.37820811
2383,Latvia,2007,59.17,102.3002948
2384,Latvia,2008,63.41,107.4991886
2385,Latvia,2009,66.84,109.0545685
2386,Latvia,2010,68.42,110.3123196
2387,Latvia,2011,69.75,111.36378429999999
2388,Latvia,2012,73.12,188.3481976
2389,Latvia,2013,75.23,228.4010716
2390,Lebanon,1990,,0.0
2391,Lebanon,1991,,0.0
2392,Lebanon,1992,,0.0
2393,Lebanon,1993,,0.0
2394,Lebanon,1994,,0.0
2395,Lebanon,1995,,3.955949187
2396,Lebanon,1996,,6.447444858
2397,Lebanon,1997,,12.08968939
2398,Lebanon,1998,,16.2266451
2399,Lebanon,1999,,19.862476899999997
2400,Lebanon,2000,7.95,22.96484493
2401,Lebanon,2001,6.78,22.83637122
2402,Lebanon,2002,7.0,22.04753436
2403,Lebanon,2003,8.0,21.55653896
2404,Lebanon,2004,9.0,22.9512438
2405,Lebanon,2005,10.14,24.92075854
2406,Lebanon,2006,15.0,27.11958337
2407,Lebanon,2007,18.74,30.43615738
2408,Lebanon,2008,22.53,34.08910658
2409,Lebanon,2009,30.14,56.28348894
2410,Lebanon,2010,43.68,65.96644347
2411,Lebanon,2011,52.0,77.19001676
2412,Lebanon,2012,61.25,80.80708333
2413,Lebanon,2013,70.5,80.56367407
2414,Lesotho,1990,,0.0
2415,Lesotho,1991,,0.0
2416,Lesotho,1992,,0.0
2417,Lesotho,1993,,0.0
2418,Lesotho,1994,,0.0
2419,Lesotho,1995,,0.0
2420,Lesotho,1996,,0.070930875
2421,Lesotho,1997,,0.19426324
2422,Lesotho,1998,,0.539687716
2423,Lesotho,1999,,0.65231182
2424,Lesotho,2000,0.21,1.163652036
2425,Lesotho,2001,0.26,3.0456852789999997
2426,Lesotho,2002,1.08,7.316571262
2427,Lesotho,2003,1.53,6.633286935
2428,Lesotho,2004,2.18,10.26206811
2429,Lesotho,2005,2.58,12.97020943
2430,Lesotho,2006,2.98,18.44519698
2431,Lesotho,2007,3.45,24.66811263
2432,Lesotho,2008,3.58,30.07891192
2433,Lesotho,2009,3.72,33.21820036
2434,Lesotho,2010,3.86,49.15315236
2435,Lesotho,2011,4.22,60.72157105
2436,Lesotho,2012,4.59,75.30007872
2437,Lesotho,2013,5.0,86.30152835
2438,Liberia,1990,,0.0
2439,Liberia,1991,,0.0
2440,Liberia,1992,,0.0
2441,Liberia,1993,,0.0
2442,Liberia,1994,,0.0
2443,Liberia,1995,,0.0
2444,Liberia,1996,,0.0
2445,Liberia,1997,,0.0
2446,Liberia,1998,,0.0
2447,Liberia,1999,,0.0
2448,Liberia,2000,0.02,0.051867794
2449,Liberia,2001,0.03,0.066694011
2450,Liberia,2002,0.03,0.162830754
2451,Liberia,2003,0.03,1.512376521
2452,Liberia,2004,0.03,2.963283483
2453,Liberia,2005,,4.893286594
2454,Liberia,2006,,8.272298053
2455,Liberia,2007,0.55,15.983901399999999
2456,Liberia,2008,0.53,23.26963112
2457,Liberia,2009,2.0,28.39406088
2458,Liberia,2010,2.3,39.69964553
2459,Liberia,2011,2.5,49.52909493
2460,Liberia,2012,2.6,56.79362644
2461,Liberia,2013,3.2,59.40217188
2462,Libya,1990,,0.0
2463,Libya,1991,,0.0
2464,Libya,1992,,0.0
2465,Libya,1993,,0.0
2466,Libya,1994,,0.0
2467,Libya,1995,,0.0
2468,Libya,1996,,0.0
2469,Libya,1997,,0.20307261
2470,Libya,1998,,0.399262164
2471,Libya,1999,,0.589050841
2472,Libya,2000,0.19,0.772769907
2473,Libya,2001,0.37,0.9508094909999999
2474,Libya,2002,2.24,1.3107659390000002
2475,Libya,2003,2.81,2.342044756
2476,Libya,2004,3.53,9.07935355
2477,Libya,2005,3.92,35.74971624
2478,Libya,2006,4.3,69.06848267
2479,Libya,2007,4.72,77.82628758
2480,Libya,2008,9.0,125.5633801
2481,Libya,2009,10.8,159.8519698
2482,Libya,2010,14.0,180.4452926
2483,Libya,2011,14.0,163.847587
2484,Libya,2012,,155.7690861
2485,Libya,2013,16.5,165.0449946
2486,Liechtenstein,1990,,0.0
2487,Liechtenstein,1998,,23.27241133
2488,Liechtenstein,1999,,27.54315094
2489,Liechtenstein,2000,36.52,30.21787085
2490,Liechtenstein,2001,45.12,32.86034354
2491,Liechtenstein,2002,59.47,33.712782000000004
2492,Liechtenstein,2003,58.81,73.22574031
2493,Liechtenstein,2004,64.01,74.03106402
2494,Liechtenstein,2005,63.37,79.16810593
2495,Liechtenstein,2006,64.21,82.09146968
2496,Liechtenstein,2007,65.08,90.66783732
2497,Liechtenstein,2008,70.0,95.55393176
2498,Liechtenstein,2009,75.0,97.62628657
2499,Liechtenstein,2010,80.0,98.28349945
2500,Liechtenstein,2011,85.0,101.59942840000001
2501,Liechtenstein,2012,89.41,98.42863378
2502,Liechtenstein,2013,93.8,104.0677048
2503,Lithuania,1990,,0.0
2504,Lithuania,1991,,0.0
2505,Lithuania,1992,,0.0072370180000000004
2506,Lithuania,1993,,0.033825344
2507,Lithuania,1994,,0.12360465400000001
2508,Lithuania,1995,,0.407791561
2509,Lithuania,1996,,1.4135560280000001
2510,Lithuania,1997,,4.614134791000001
2511,Lithuania,1998,,7.519752997
2512,Lithuania,1999,,9.402616646
2513,Lithuania,2000,6.43,14.97807884
2514,Lithuania,2001,7.18,29.40820126
2515,Lithuania,2002,17.69,48.09591311
2516,Lithuania,2003,25.91,62.22474478
2517,Lithuania,2004,31.23,91.53684127
2518,Lithuania,2005,36.22,132.4531715
2519,Lithuania,2006,43.9,145.6770199
2520,Lithuania,2007,49.9,153.9793573
2521,Lithuania,2008,55.22,159.7881851
2522,Lithuania,2009,59.76,159.94655659999998
2523,Lithuania,2010,62.12,159.3953899
2524,Lithuania,2011,63.64,162.22182800000002
2525,Lithuania,2012,67.23,165.055831
2526,Lithuania,2013,68.45,151.34495859999998
2527,Luxembourg,1990,,0.21582545399999997
2528,Luxembourg,1991,,0.294804301
2529,Luxembourg,1992,,0.286150081
2530,Luxembourg,1993,,1.280710464
2531,Luxembourg,1994,,3.204244164
2532,Luxembourg,1995,,6.575491484
2533,Luxembourg,1996,,10.8694602
2534,Luxembourg,1997,,16.0027049
2535,Luxembourg,1998,,30.64574459
2536,Luxembourg,1999,,48.505801500000004
2537,Luxembourg,2000,22.89,69.54055275
2538,Luxembourg,2001,36.16,92.94015273
2539,Luxembourg,2002,39.84,106.6458636
2540,Luxembourg,2003,54.55,120.5827345
2541,Luxembourg,2004,65.88,104.0863873
2542,Luxembourg,2005,70.0,111.3909232
2543,Luxembourg,2006,72.51,152.9357005
2544,Luxembourg,2007,78.92,143.71375659999998
2545,Luxembourg,2008,82.23,145.0821859
2546,Luxembourg,2009,87.31,144.5446442
2547,Luxembourg,2010,90.62,143.1426406
2548,Luxembourg,2011,90.03,148.1506658
2549,Luxembourg,2012,91.95,145.35994680000002
2550,Luxembourg,2013,93.78,148.64267130000002
2551,Macao,1990,,0.620456725
2552,Macao,1991,,1.31182947
2553,Macao,1992,,2.7826966189999998
2554,Macao,1993,,3.930750232
2555,Macao,1994,,5.473693346
2556,Macao,1995,,9.004941537
2557,Macao,1996,,11.05246144
2558,Macao,1997,,12.82549129
2559,Macao,1998,,19.60650414
2560,Macao,1999,,27.75920912
2561,Macao,2000,13.61,32.65795646
2562,Macao,2001,22.52,44.392576700000006
2563,Macao,2002,25.17,62.17223911
2564,Macao,2003,25.74,80.76816408
2565,Macao,2004,31.48,94.3097906
2566,Macao,2005,34.86,113.80094799999999
2567,Macao,2006,46.4,132.6253418
2568,Macao,2007,47.33,161.052988
2569,Macao,2008,49.24,183.7526205
2570,Macao,2009,54.0,198.8777206
2571,Macao,2010,55.2,209.9151556
2572,Macao,2011,60.2,247.71160469999998
2573,Macao,2012,61.31,289.7820156
2574,Macao,2013,65.8,304.08210110000005
2575,Macedonia,1990,,0.0
2576,Macedonia,1991,,0.0
2577,Macedonia,1992,,0.0
2578,Macedonia,1993,,0.0
2579,Macedonia,1994,,0.0
2580,Macedonia,1995,,0.0
2581,Macedonia,1996,,0.053564006
2582,Macedonia,1997,,0.620679856
2583,Macedonia,1998,,1.494548007
2584,Macedonia,1999,,2.395345854
2585,Macedonia,2000,,5.640386155
2586,Macedonia,2001,,10.81183556
2587,Macedonia,2002,,17.61178072
2588,Macedonia,2003,,37.29216586
2589,Macedonia,2004,,47.25448381
2590,Macedonia,2005,,54.11398038
2591,Macedonia,2006,,60.36108494
2592,Macedonia,2007,,85.5869447
2593,Macedonia,2008,,93.74690592
2594,Macedonia,2009,,92.50951414
2595,Macedonia,2010,,102.4359533
2596,Macedonia,2011,,105.1967071
2597,Macedonia,2012,,106.16862379999999
2598,Macedonia,2013,,106.17381329999999
2599,Madagascar,1990,,0.0
2600,Madagascar,1991,,0.0
2601,Madagascar,1992,,0.0
2602,Madagascar,1993,,0.0
2603,Madagascar,1994,,0.0023006570000000002
2604,Madagascar,1995,,0.009663613
2605,Madagascar,1996,,0.016567447
2606,Madagascar,1997,,0.028612824
2607,Madagascar,1998,,0.08643535
2608,Madagascar,1999,,0.234242473
2609,Madagascar,2000,0.2,0.40072885
2610,Madagascar,2001,0.22,0.908488031
2611,Madagascar,2002,0.34,0.974006438
2612,Madagascar,2003,0.42,1.644891137
2613,Madagascar,2004,0.53,1.8796436509999999
2614,Madagascar,2005,0.57,2.789819618
2615,Madagascar,2006,0.61,5.555513652
2616,Madagascar,2007,0.65,11.44808924
2617,Madagascar,2008,1.65,24.26502318
2618,Madagascar,2009,1.63,30.65911646
2619,Madagascar,2010,1.7,36.5839289
2620,Madagascar,2011,1.9,40.04243013
2621,Madagascar,2012,2.3,39.37666576
2622,Madagascar,2013,3.0,36.90806976
2623,Malawi,1990,,0.0
2624,Malawi,1991,,0.0
2625,Malawi,1992,,0.0
2626,Malawi,1993,,0.0
2627,Malawi,1994,,0.0
2628,Malawi,1995,,0.003833777
2629,Malawi,1996,,0.0364413
2630,Malawi,1997,,0.06728014
2631,Malawi,1998,,0.09812919
2632,Malawi,1999,,0.20430944
2633,Malawi,2000,0.13,0.43280499299999997
2634,Malawi,2001,0.16,0.479473493
2635,Malawi,2002,0.22,0.721460565
2636,Malawi,2003,0.28,1.103986285
2637,Malawi,2004,0.35,1.767311574
2638,Malawi,2005,0.38,3.2585785439999997
2639,Malawi,2006,0.43,4.6602394810000005
2640,Malawi,2007,0.97,7.662757357
2641,Malawi,2008,0.7,10.66389819
2642,Malawi,2009,1.07,17.05611988
2643,Malawi,2010,2.26,20.763471
2644,Malawi,2011,3.33,25.56405677
2645,Malawi,2012,4.35,29.2138369
2646,Malawi,2013,5.05,32.33015944
2647,Malaysia,1990,,0.475644054
2648,Malaysia,1991,,0.6948169809999999
2649,Malaysia,1992,,1.044372977
2650,Malaysia,1993,,1.725876473
2651,Malaysia,1994,,2.8293801419999998
2652,Malaysia,1995,,4.849446866
2653,Malaysia,1996,,7.15113869
2654,Malaysia,1997,,9.171856982000001
2655,Malaysia,1998,,9.841173743999999
2656,Malaysia,1999,,13.05902224
2657,Malaysia,2000,21.38,21.86841916
2658,Malaysia,2001,26.7,30.86633635
2659,Malaysia,2002,32.34,37.08149429
2660,Malaysia,2003,34.97,44.69147335
2661,Malaysia,2004,42.25,57.60279414
2662,Malaysia,2005,48.63,75.62840062
2663,Malaysia,2006,51.64,73.93037394
2664,Malaysia,2007,55.7,87.07077496
2665,Malaysia,2008,55.8,101.50409040000001
2666,Malaysia,2009,55.9,108.46940829999998
2667,Malaysia,2010,56.3,119.7442976
2668,Malaysia,2011,61.0,127.477801
2669,Malaysia,2012,65.8,141.32969619999997
2670,Malaysia,2013,66.97,144.68503090000002
2671,Maldives,1990,,0.0
2672,Maldives,1991,,0.0
2673,Maldives,1992,,0.0
2674,Maldives,1993,,0.0
2675,Maldives,1994,,0.0
2676,Maldives,1995,,0.0
2677,Maldives,1996,,0.007978967
2678,Maldives,1997,,0.503224145
2679,Maldives,1998,,0.613040275
2680,Maldives,1999,,1.094011725
2681,Maldives,2000,2.2,2.800417973
2682,Maldives,2001,3.62,6.800683884
2683,Maldives,2002,5.35,14.81875767
2684,Maldives,2003,5.98,23.11105239
2685,Maldives,2004,6.59,38.71591939
2686,Maldives,2005,6.87,68.42621717
2687,Maldives,2006,11.04,89.50813176
2688,Maldives,2007,16.3,101.719445
2689,Maldives,2008,23.2,138.8041154
2690,Maldives,2009,24.8,143.20528059999998
2691,Maldives,2010,26.53,151.783883
2692,Maldives,2011,34.0,159.7911219
2693,Maldives,2012,38.93,165.6257202
2694,Maldives,2013,44.1,181.1940074
2695,Mali,1990,,0.0
2696,Mali,1991,,0.0
2697,Mali,1992,,0.0
2698,Mali,1993,,0.0
2699,Mali,1994,,0.0
2700,Mali,1995,,0.0
2701,Mali,1996,,0.012871175
2702,Mali,1997,,0.030035121
2703,Mali,1998,,0.04605469400000001
2704,Mali,1999,,0.064015263
2705,Mali,2000,0.14,0.10133933
2706,Mali,2001,0.19,0.227184768
2707,Mali,2002,0.23,0.422451786
2708,Mali,2003,0.31,2.203465197
2709,Mali,2004,0.43,3.51562473
2710,Mali,2005,0.51,6.381119979
2711,Mali,2006,0.73,12.27489738
2712,Mali,2007,0.81,19.8881407
2713,Mali,2008,1.57,26.17209427
2714,Mali,2009,1.8,32.89656779
2715,Mali,2010,2.0,53.19893999
2716,Mali,2011,2.2,75.06504419
2717,Mali,2012,2.8,98.37926527
2718,Mali,2013,3.5,129.06693719999998
2719,Malta,1990,,0.0
2720,Malta,1991,,0.600709786
2721,Malta,1992,,0.9117622540000001
2722,Malta,1993,,1.365578155
2723,Malta,1994,,1.912899318
2724,Malta,1995,,2.7276518839999997
2725,Malta,1996,,3.135205093
2726,Malta,1997,,4.407620841
2727,Malta,1998,,5.581290502000001
2728,Malta,1999,,9.253024283
2729,Malta,2000,13.11,28.08241867
2730,Malta,2001,17.88,58.52032186
2731,Malta,2002,28.92,67.44548628
2732,Malta,2003,31.64,70.42230263
2733,Malta,2004,34.62,74.07774040000001
2734,Malta,2005,41.24,78.11509185
2735,Malta,2006,40.41,83.24155512
2736,Malta,2007,46.9,88.03028855
2737,Malta,2008,50.08,91.64440727
2738,Malta,2009,58.86,99.81341872
2739,Malta,2010,63.0,107.2611822
2740,Malta,2011,68.02,122.3737909
2741,Malta,2012,68.2,124.42094240000002
2742,Malta,2013,68.91,129.7545011
2743,Marshall Islands,1990,,0.0
2744,Marshall Islands,1991,,0.0
2745,Marshall Islands,1992,,0.0
2746,Marshall Islands,1993,,0.0
2747,Marshall Islands,1994,,0.553611325
2748,Marshall Islands,1995,,0.51744414
2749,Marshall Islands,1996,,0.71015818
2750,Marshall Islands,1997,,0.9014062709999999
2751,Marshall Islands,1998,,0.664458226
2752,Marshall Islands,1999,,0.8506797759999999
2753,Marshall Islands,2000,1.53,0.856962098
2754,Marshall Islands,2001,1.71,0.937068833
2755,Marshall Islands,2002,2.34,1.05826192
2756,Marshall Islands,2003,2.57,1.147462343
2757,Marshall Islands,2004,3.6,1.236701617
2758,Marshall Islands,2005,3.88,1.2678166659999999
2759,Mauritania,1990,,0.0
2760,Mauritania,1991,,0.0
2761,Mauritania,1992,,0.0
2762,Mauritania,1993,,0.0
2763,Mauritania,1994,,0.0
2764,Mauritania,1995,,0.0
2765,Mauritania,1996,,0.0
2766,Mauritania,1997,,0.0
2767,Mauritania,1998,,0.0
2768,Mauritania,1999,,0.0
2769,Mauritania,2000,0.19,0.564972795
2770,Mauritania,2001,0.26,3.957257336
2771,Mauritania,2002,0.36,8.592317244
2772,Mauritania,2003,0.42,11.83389774
2773,Mauritania,2004,0.48,17.0974578
2774,Mauritania,2005,0.67,23.69917779
2775,Mauritania,2006,0.98,32.74292687
2776,Mauritania,2007,1.43,42.46099968
2777,Mauritania,2008,1.87,61.11751406
2778,Mauritania,2009,2.28,62.06488083
2779,Mauritania,2010,4.0,76.9112489
