County,Town,Date/Time,Distance,Name,Cost,Month,Day,Quarter,Weekday
L,Watertown,"Wed, 8/2 6:00 PM",5K,Summer Poker Run,$3-$4,8,2,3,3
L,Watertown,"Wed, 8/2 6:00 PM",3K,Summer Poker Run,$3-$4,8,2,3,3
H,Granby,"Wed, 8/2 6:00 PM",5K,Summer Sunset Family 5K Series,"$5, or $25 for all 6 races",8,2,3,3
H,Manchester,"Wed, 8/2 6:00 PM","3K Steeplechase, 1M, 2M",MRC Track & Field Series,"$10 per night, Free under 18",8,2,3,3
T,Somers,"Wed, 8/2 6:15 PM",5K,Somers Summer Series,"$5 Adults, Free for children under 10",8,2,3,3
H,Bristol,"Wed, 8/2 6:30 PM",3.7M,Bristol Summer Club,$1; $5 for summer,8,2,3,3
H,Newington,"Wed, 8/2 6:30 PM","5K, 3K",Newington Summer Fun Runs,Free,8,2,3,3
NH,Meriden,"Wed, 8/2 6:30 PM",3M,Summer Fun Run,Free,8,2,3,3
W,Killingly,"Thu, 8/3 5:30 PM",5K,Killingly River Trail Summer Fun Run Series #7,$5 ($20 for 8-week series) ONLINE REG ONLY THRU NOON OF RACEDAY,8,3,3,4
M,Chester,"Thu, 8/3 6:15 PM",Triathlon,Cedar Lake Tri Series,.$35 [ONLINE REGISTRATION ONLY],8,3,3,4
H,Hartford,"Thu, 8/3 6:20 PM",5K,CFA Society Hartford Corporate 5K,"$26 through 7/2, $28 through 8/2, $30 raceday",8,3,3,4
L,Litchfield,"Thu, 8/3 6:30 PM","2K, 3K, 4K, 5K",White Woods Cross Country Summer Series,.$2,8,3,3,4
T,Columbia,"Fri, 8/4 6:30 PM",5K,Beat the Builder: Run for the Dominican Republic,"$15, or $40 for whole series",8,4,3,5
F,Brookfield,"Fri, 8/4 7:00 PM",5K,Sunset Sizzler,"$25, $20 student",8,4,3,5
L,Washington,"Sat, 8/5 7:00 AM",50M,XTERRA Steep Rock,"$100 until 7/1, then $110, $115 raceday",8,5,3,6
L,Washington,"Sat, 8/5 7:00 AM",50K,XTERRA Steep Rock,"$85 until 7/1, then $95, $100 raceday",8,5,3,6
L,Washington,"Sat, 8/5 8:00 AM",25K,XTERRA Steep Rock,"$50 until 7/1, then $60, $65 raceday",8,5,3,6
F,Danbury,"Sat, 8/5 8:00 AM",5K,Ace of a Race,.$25,8,5,3,6
F,Danbury,"Sat, 8/5 8:00 AM",1M,Ace of a Race,.$25,8,5,3,6
L,Roxbury,"Sat, 8/5 8:30 AM",8.2M,Roxbury Road Race Series,"$5, or $50 membership for the year",8,5,3,6
W,Killingly,"Sat, 8/5 8:30 AM",3.4M,St. James Bazaar Road Race,TBD,8,5,3,6
L,Winchester,"Sat, 8/5 9:00 AM",5K Obstacle,"Stronger Women, Stronger World","WOMEN ONLY - $40 through 7/15, $45 through 8/4, $50 raceday (plus $6 insurance)",8,5,3,6
L,Washington,"Sat, 8/5 9:00 AM",10K,XTERRA Steep Rock,"$35 until 7/1, then $45, $50 raceday",8,5,3,6
F,Stratford,"Sat, 8/5 9:00 AM",5K,MADD Dash,"$23 through 5/31, $27 afterwards",8,5,3,6
F,Westport,"Sat, 8/5 8:00 AM",5.85M,Westport Road Runners Summer Series,"$10, $60 for series; Westport residents - 50% off",8,5,3,6
L,Barkhamsted,"Sat, 8/5 9:00 AM",7M,People's Forest 7M Trail Run,"$7 through 7/29, $10 afterwards.",8,5,3,6
T,Andover,"Sat, 8/5 9:00 AM",10K,Hop River 10K,.$25,8,5,3,6
T,Andover,"Sat, 8/5 9:00 AM",5K,Hop River 5K,.$25,8,5,3,6
NL,New London,"Sat, 8/5 9:00 AM",13.1M,55th Annual Ocean Beach/John & Jesse Kelley Half Marathon,Free with non-perishable food item,8,5,3,6
H,Southington,"Sat, 8/5 9:15 AM",Kids Triathlon,Race 4 Chase Finale,$20 plus USAT membership [Ages 11+ Only],8,5,3,6
NH,New Haven,"Sat, 8/5 12:00 PM",5K,Craft Brew Races,"$40 through 3/31, $45 through 5/31, $50 through 8/4, $55 raceday; Add $10 for beerfest",8,5,3,6
NL,East Lyme,"Sun, 8/6 7:30 AM",Triathlon,Niantic Bay Triathlon,"$75 through 1/1, $90 through 7/26, $100 afterwards; Ages 16-22 - $5 off
 USAT 1-day membership - $15",8,6,3,7
NH,Milford,"Sun, 8/6 8:30 AM",5K,Walnut Beach Ice Cream Run,.$25,8,6,3,7
H,Plainville,"Sun, 8/6 9:00 AM",5K,Petit Road Race,"$30, $35 raceday",8,6,3,7
NL,Griswold,"Sun, 8/6 9:00 AM",6K,Griswold Sunflower 6K,"$25, $15 for 17 and under",8,6,3,7
NH,North Branford,"Sun, 8/6 9:30 AM",5K,North Branford Potatoe Festival,"$20, $25 raceday",8,6,3,7
H,Manchester,"Mon, 8/7 6:00 PM",1M,Summer Grand Prix Cross Country Race Series,$4; Series - $15 (pre-registered),8,7,3,1
H,Manchester,"Mon, 8/7 6:00 PM",2.6M,Summer Grand Prix Cross Country Race Series,$5; Series - $20 (pre-registered),8,7,3,1
T,Columbia,"Tue, 8/8 6:00 PM",1.5M,Summer XC Fun Run,"$4, or $8 for whole series",8,8,3,2
T,Columbia,"Tue, 8/8 6:00 PM",3M,Summer XC Fun Run,"$4, or $8 for whole series",8,8,3,2
H,Farmington,"Tue, 8/8 6:10 PM",Tiny Triathlon,Winding Trails Triathlon,"$25, $20 for members",8,8,3,2
H,Farmington,"Tue, 8/8 6:15 PM",Triathlon,Winding Trails Triathlon,"$30, $20 for members",8,8,3,2
F,New Canaan,"Tue, 8/8 7:00 PM",5K,Summer Cross Country Series,$3; Students/Kids - $2 [Handicap (slower runners get head start)],8,8,3,2
H,Granby,"Wed, 8/9 6:00 PM",5K,Summer Sunset Family 5K Series,"$5, or $25 for all 6 races",8,9,3,3
L,Watertown,"Wed, 8/9 6:00 PM",5K,Summer Poker Run,$3-$4,8,9,3,3
L,Watertown,"Wed, 8/9 6:00 PM",3K,Summer Poker Run,$3-$4,8,9,3,3
T,Somers,"Wed, 8/9 6:15 PM",5K,Somers Summer Series,"$5 Adults, Free for children under 10",8,9,3,3
H,Newington,"Wed, 8/9 6:30 PM","5K, 3K",Newington Summer Fun Runs,Free,8,9,3,3
NH,Meriden,"Wed, 8/9 6:30 PM",3M,Summer Fun Run,Free,8,9,3,3
H,Bristol,"Wed, 8/9 6:30 PM",3.7M,Bristol Summer Club,$1; $5 for summer,8,9,3,3
W,Killingly,"Thu, 8/10 5:30 PM",5K,Killingly River Trail Summer Fun Run Series #8,$5 ($20 for 8-week series) ONLINE REG ONLY THRU NOON OF RACEDAY,8,10,3,4
H,Marlborough,"Thu, 8/10 6:15 PM",Triathlon,Lake Terramuggus Tri Series,"$30 for Sprint, $25 for Super Sprint",8,10,3,4
L,Litchfield,"Thu, 8/10 6:30 PM","2K, 3K, 4K, 5K",White Woods Cross Country Summer Series,.$2,8,10,3,4
L,Sharon,"Sat, 8/12 8:00 AM",Triathlon,Sharon Sprint Triathlon,"$55 through 8/10, $65 afterwards",8,12,3,6
H,Marlborough,"Sat, 8/12 7:00 AM",Triathlon,Lake Terramuggus Olympic Triathlon,"$75 through 6/9, $90 through 8/7, $110 raceday",8,12,3,6
F,Norwalk,"Sat, 8/12 8:00 AM",11M,Norwalk Lightfoot Summer Series,"$12, $15 raceday",8,12,3,6
F,Westport,"Sat, 8/12 8:00 AM",6.85M,Westport Road Runners Summer Series,"$10, $60 for series; Westport residents - 50% off",8,12,3,6
L,Roxbury,"Sat, 8/12 8:30 AM",3.1M,Roxbury Road Race Series,$5 contribution per runner,8,12,3,6
F,Danbury,"Sat, 8/12 8:30 AM",5K,"Tails of Courage ""Run With the Pack"" 5K",.$25,8,12,3,6
NH,Hamden,"Sat, 8/12 8:30 AM",5K,5K For the Kids,"$25 through 7/30, $30 afterwards",8,12,3,6
F,Fairfield,"Sat, 8/12 9:00 AM",5K,Shamrock Sprint,.$32,8,12,3,6
M,Clinton,"Sat, 8/12 9:00 AM",5K,Bluefish 5K,"$20, $25 after 6/1",8,12,3,6
H,Bristol,"Sun, 8/13 8:00 AM",13.1M,Bristol Half Marathon,.$60,8,13,3,7
H,Bristol,"Sun, 8/13 8:00 AM",10K,Bristol Half Marathon,.$45,8,13,3,7
L,Torrington,"Sun, 8/13 10:00 AM",5M,Torrington Road Race,"$15, $25 after 8/1, $5 for 18 and under",8,13,3,7
H,Manchester,"Mon, 8/14 6:00 PM",1M,Summer Grand Prix Cross Country Race Series,$4; Series - $15 (pre-registered),8,14,3,1
H,Manchester,"Mon, 8/14 6:00 PM",2.6M,Summer Grand Prix Cross Country Race Series,$5; Series - $20 (pre-registered),8,14,3,1
H,Farmington,"Tue, 8/15 6:10 PM",Tiny Triathlon,Winding Trails Triathlon,"$25, $20 for members",8,15,3,2
H,Farmington,"Tue, 8/15 6:15 PM",Triathlon,Winding Trails Triathlon,"$30, $20 for members",8,15,3,2
L,Litchfield,"Tue, 8/15 6:30 PM",1M,Night of Miles,.$2,8,15,3,2
H,Granby,"Wed, 8/16 6:00 PM",5K,Summer Sunset Family 5K Series,"$5, or $25 for all 6 races",8,16,3,3
H,Bristol,"Wed, 8/16 6:30 PM",3.7M,Bristol Summer Club,$1; $5 for summer,8,16,3,3
NH,Meriden,"Wed, 8/16 6:30 PM",3M,Summer Fun Run,Free,8,16,3,3
L,Watertown,"Wed, 8/16 6:00 PM",5K,Summer Poker Run,$3-$4,8,16,3,3
L,Watertown,"Wed, 8/16 6:00 PM",3K,Summer Poker Run,$3-$4,8,16,3,3
M,Chester,"Thu, 8/17 6:15 PM",Triathlon,Cedar Lake Tri Series,.$35 [ONLINE REGISTRATION ONLY],8,17,3,4
F,Danbury,"Thu, 8/17 6:30 PM",5K,Amber Room Run From the Sun,"$26 through 7/16, $28 through 8/16, $30 eaceday",8,17,3,4
L,Litchfield,"Thu, 8/17 6:30 PM","2K, 3K, 4K, 5K",White Woods Cross Country Summer Series,.$2,8,17,3,4
H,Bristol,"Fri, 8/18 6:30 PM",5K,Falcon 5K  [postponed to 8/24],"$25, $18 for Students",8,18,3,5
W,Plainfield,"Sat, 8/19 8:00 AM",Triathlon,DKH - Give It A Tri,.$65,8,19,3,6
F,Westport,"Sat, 8/19 8:00 AM",8.4M,Westport Road Runners Summer Series,"$10, $60 for series; Westport residents - 50% off",8,19,3,6
L,Roxbury,"Sat, 8/19 8:30 AM",6.2M,Roxbury Road Race Series,"$5, or $50 membership for the year",8,19,3,6
T,Bolton,"Sat, 8/19 9:00 AM",5K,BHS XC Classic 5K,"$15 through 8/12, $20 after; Students - $10 through 8/12, $20 after",8,19,3,6
F,Danbury,"Sat, 8/19 9:00 AM",5K,Perogie Dash,.$25,8,19,3,6
H,Canton,"Sun, 8/20 8:30 AM",5K,Canton Lobster Loop,.$20,8,20,3,7
T,Somers,"Sun, 8/20 9:00 AM",5K,Austin Harlow Memorial 5K,$17 through 8/18 4PM; $20 afterwards,8,20,3,7
F,Shelton,"Sun, 8/20 5:00 PM",10K,Sunset Run for Warriors,"$25 through 7/20 (Use code ""Early""), $30 afterwards; Veterans/Active Duty/Students - $25; Children under 10 - Free",8,20,3,7
F,Shelton,"Sun, 8/20 5:00 PM",5K,Sunset Run for Warriors,"$20 through 7/20 (Use code ""Early""), $25 afterwards; Veterans/Active Duty/Students - $20; Children under 10 - Free",8,20,3,7
H,Manchester,"Mon, 8/21 6:00 PM",1M,Summer Grand Prix Cross Country Race Series,$4; Series - $15 (pre-registered),8,21,3,1
H,Manchester,"Mon, 8/21 6:00 PM",2.6M,Summer Grand Prix Cross Country Race Series,$5; Series - $20 (pre-registered),8,21,3,1
NL,Stonington,"Tue, 8/22 6:15 PM",5K,Battle of Stonington,.$25,8,22,3,2
F,New Canaan,"Tue, 8/22 7:00 PM",5K,Summer Cross Country Series,$5 [Luminaria Loop],8,22,3,2
H,Granby,"Wed, 8/23 6:00 PM",5K,Summer Sunset Family 5K Series,"$5, or $25 for all 6 races",8,23,3,3
NL,Stonington,"Wed, 8/23 6:00 PM",5K,Stonington Cross Country 5K,Free,8,23,3,3
H,Bristol,"Wed, 8/23 6:30 PM",3.7M,Bristol Summer Club,$1; $5 for summer,8,23,3,3
H,Bristol,"Thu, 8/24 6:00 PM",5K,Falcon 5K,"$25, $18 for Students",8,24,3,4
H,Hartford,"Thu, 8/24 6:30 PM",5K,Riverfront Scramble #3,"$25 through 1/1, $30 through 8/13, $35 afterwards; Ages 18-22 - $5 off; Ages 5-17 - $15 through 8/13, $20 afterwards",8,24,3,4
L,Litchfield,"Thu, 8/24 6:30 PM","2K, 3K, 4K, 5K",White Woods Cross Country Summer Series,.$2,8,24,3,4
NH,Bethany,"Fri, 8/25 7:00 PM",5K,Run For the Airport,"$25, Ages 12-18 - $15, Ages 11 and under - $5",8,25,3,5
H,Burlington,"Sat, 8/26 7:00 AM",18M,Tunxis Trail Ultramarathon,.$60,8,26,3,6
H,Burlington,"Sat, 8/26 7:00 AM",32M,Tunxis Trail Ultramarathon,.$70,8,26,3,6
F,Westport,"Sat, 8/26 8:00 AM",9.3M,Westport Road Runners Summer Series,"$10, $60 for series; Westport residents - 50% off",8,26,3,6
H,New Britain,"Sat, 8/26 8:15 AM",5K,Sara Krolikowski 5K,"$20, $25 raceday",8,26,3,6
M,Old Saybrook,"Sat, 8/26 8:30 AM",5K,Saybrook Point 5K,"$20 through 8/18, $25 afterwards",8,26,3,6
L,Roxbury,"Sat, 8/26 8:30 AM",5M,Roxbury Road Race Series,"$5, or $50 membership for the year",8,26,3,6
NH,Cheshire,"Sat, 8/26 9:00 AM",5K,Running with the Rams,.$25,8,26,3,6
T,Hebron,"Sat, 8/26 9:00 AM",5K,Hebron 5K Road Race,"$28 through 8/6, $34 afterwards",8,26,3,6
T,Mansfield,"Sat, 8/26 9:30 AM",Kids Triathlon,Kids Who Tri Succeed,"$20 through 7/29, $25 afterwards",8,26,3,6
F,Stratford,"Sat, 8/26 10:30 AM",3M,Shore to the Pour,.$35,8,26,3,6
H,Farmington,"Sun, 8/27 8:00 AM",Triathlon,Winding Trails Tri Series Double Whammy,"$75, $65 for members, Race day $90, $80 members",8,27,3,7
H,Wethersfield,"Sun, 8/27 8:30 AM",10K,Old Wethersfield 10K,"$40 through 1/1, $45 through 8/16, $50 afterwards; Ages 10-22 - $5 off",8,27,3,7
H,Wethersfield,"Sun, 8/27 8:30 AM",5K,Old Wethersfield 5K,"$25 through 1/1, $30 through 8/16, $35 afterwards; Ages 18-22 - $5 off; Ages 5-17 - $15 through 8/16, $20 afterwards",8,27,3,7
T,Ellington,"Sun, 8/27 8:45 AM",5K,Purple Trail Run,$25 [8:45 TIMED RACE ONLY],8,27,3,7
NH,Milford,"Sun, 8/27 9:00 AM",5K,Homerun for Youth Baseball,"$25, $15 student",8,27,3,7
NL,Waterford,"Sun, 8/27 9:00 AM",5K,UCP Run to the Beach,TBD[CANCELLED],8,27,3,7
M,Haddam,"Sun, 8/27 10:00 AM",5K,Butterfly 5K,.$20,8,27,3,7
H,Burlington,"Wed, 8/30 6:30 PM",5K,Bristol Summer Club - 5K at Sessions Woods,$1; $5 for summer,8,30,3,3
F,New Canaan,"Wed, 8/30 7:00 PM",5K,Summer Cross Country Series,$3; Students/Kids - $2,8,30,3,3
L,Litchfield,"Thu, 8/31 6:30 PM","2K, 3K, 4K, 5K",White Woods Cross Country Summer Series,.$2,8,31,3,4
F,Shelton,"Thu, 8/31 7:00 PM",5K,F.A.D.E. 5K Run For Overdose Awareness,"$25 (+2.50), $30 raceday; Ages 18 & under - $15, $30 raceday",8,31,3,4
F,Newtown,"Sat, 9/2 8:00 AM",5K,Newtown Road Race,"$27 [1,000 RUNNER LIMIT]",9,2,3,6
F,Westport,"Sat, 9/2 8:00 AM",10M,Westport Road Runners Summer Series,"$10, $60 for series; Westport residents - 50% off",9,2,3,6
L,Roxbury,"Sat, 9/2 8:30 AM",1M,Roxbury Road Race Series,.$5,9,2,3,6
NH,Naugatuck,"Sat, 9/2 9:00 AM",5K,Sao Paio 5K Road Race,"$28.50, $18.20 students",9,2,3,6
H,Southington,"Sat, 9/2 9:00 AM",5K Obstacle,LifeFitCT Mud Run,$45[7 Waves available at 20 minutes apart] [CANCELLED],9,2,3,6
W,Ashford,"Sat, 9/2 10:00 AM",5K,Ashford Labor Day 5K,.$20,9,2,3,6
M,Haddam,"Sun, 9/3 9:30 AM",5K,Haddam Neck Fair 5K,$14 through 8/30,9,3,3,7
F,Stamford,"Mon, 9/4 8:30 AM",10K,Give a Child a Jumpstart,"$30 through 8/18, $36 afterwards; Ages 6-18 - $15 through 8/18, $18 afterwards; Ages 5 & under - Free",9,4,3,1
F,Stamford,"Mon, 9/4 8:30 AM",5K,Give a Child a Jumpstart,"$30 through 8/18, $36 afterwards; Ages 6-18 - $15 through 8/18, $18 afterwards; Ages 5 & under - Free",9,4,3,1
NH,New Haven,"Mon, 9/4 8:40 AM",20K,New Haven Road Race,"$45 through 1/21, $55 through 6/13, $60 through 8/16, $65 afterwards",9,4,3,1
NH,New Haven,"Mon, 9/4 8:40 AM",13.1M,New Haven Road Race,"$45 through 1/21, $55 through 6/13, $60 through 8/16, $65 afterwards",9,4,3,1
NH,New Haven,"Mon, 9/4 8:42 AM",5K,New Haven Road Race,"$28 through 1/21, $30 through 6/13, $32 through 8/16, $35 afterwards",9,4,3,1
NH,Madison,"Sat, 9/9 7:00 AM",Triathlon,Dave Parcells Madison Triathlon,"$80 through 8/9, $100 afterwards",9,9,3,6
H,Farmington,"Sat, 9/9 7:30 AM",Triathlon,Wearsafe Women's Triathlon,"$75 through 1/1, $90 through 8/29, $100 afterwards; Ages 16-22 - $5 off
 USAT 1-day membership - $15 [WOMEN ONLY]",9,9,3,6
H,Suffield,"Sat, 9/9 8:00 AM",10K,Suffield Road Race,"$25 through 9/6, $30 raceday",9,9,3,6
H,Burlington,"Sat, 9/9 8:30 AM",10K,Run for the Woods,.$35,9,9,3,6
L,Roxbury,"Sat, 9/9 8:30 AM",3.7M,Roxbury Road Race Series,"$5, or $50 membership for the year",9,9,3,6
H,Suffield,"Sat, 9/9 8:30 AM",5K,Suffield Road Race,"$25 through 9/6, $30 raceday",9,9,3,6
H,Burlington,"Sat, 9/9 9:00 AM",5K,Run for the Woods,.$25,9,9,3,6
NL,Waterford,"Sat, 9/9 9:00 AM",Youth Triathlon,Proud to Tri,$20 (+2.50); $55 (+3.30) for Triple Crown series [Ages 11-17 only],9,9,3,6
H,West Hartford,"Sat, 9/9 9:00 AM",5K,Key Human Services Steps For Birth to Three,"$30 through 9/1, $35 afterwards; Teams of 4-7 - $10 off per member",9,9,3,6
F,Stratford,"Sat, 9/9 9:00 AM",5K,Lordship Runabout,"$20 (+2.50), $23 raceday; Family of 3+ - $15 each",9,9,3,6
F,Monroe,"Sat, 9/9 9:12 AM",12K,Chasing Ciara's Light Races,"$35, $40 raceday",9,9,3,6
F,Monroe,"Sat, 9/9 9:12 AM",5K,Chasing Ciara's Light Races,"$25, $30 raceday",9,9,3,6
NH,East Haven,"Sat, 9/9 9:30 AM",5K,East Haven Community Classic 5K Road Race,"$25 through 9/1, $30 afterwards",9,9,3,6
H,Farmington,"Sat, 9/9 10:00 AM",3.2M,South Park Road Race,.$15,9,9,3,6
NH,Southbury,"Sat, 9/9 4:00 PM",5K,Phillips Farm 5K Trail Run,.$35,9,9,3,6
F,Westport,"Sun, 9/10 7:30 AM",Triathlon,Westport Kiwanis Minuteman Triathlon,"$68, $58 for youth",9,10,3,7
NL,Montville,"Sun, 9/10 8:45 AM",5K,Montville Masters,.$20 (all ages),9,10,3,7
F,Fairfield,"Sun, 9/10 9:00 AM",5K,The Autism SpectRun,$30; Ages 6-18 - $15; Ages 5 & under - Free,9,10,3,7
NH,Milford,"Sun, 9/10 9:00 AM",5K,Superhero 5K,"$20 through 8/28, $10 under 17, $25 after 8/28, $15 under 17",9,10,3,7
NL,Montville,"Sun, 9/10 9:00 AM",10K,Montville Masters,.$20 (age 40 and above only),9,10,3,7
L,Thomaston,"Sun, 9/10 9:00 AM",5K,Dental Dash 5K,.$25,9,10,3,7
H,West Hartford,"Sun, 9/10 9:00 AM",5K,My Sisters' Place,"$30 through 6/1, $35 afterwards",9,10,3,7
H,Avon,"Sun, 9/10 10:00 AM",5K,Avon Lions Club Scholarship 5K,$25; Ages 18 & under - $15,9,10,3,7
H,South Windsor,"Sun, 9/10 10:00 AM",5K,Bissell Ferry 5K,.$20,9,10,3,7
H,East Hartford,"Wed, 9/13 5:00 PM",5K,P & W Take Flight 5K,"$30 through 9/8, $33 through 9/12, $35 raceday",9,13,3,3
F,Shelton,"Thu, 9/14 6:00 PM",5K,Run 4 Life 5K,"$30 (+2.50), $35 raceday",9,14,3,4
F,Bethel,"Thu, 9/14 6:30 PM",5K,King of the Hill 5K,"$29, $32 raceday",9,14,3,4
NL,East Lyme,"Fri, 9/15 6:00 PM",5K,Rainbow Run,"$20,  $15 for 12 and under by 9/13,  $25, $20 12 and under after",9,15,3,5
H,Hartford,"Fri, 9/15 6:00 PM",5K,Riverfront 5K Run,$35 (+3.00); Age 25 & under - $25 (+2.50),9,15,3,5
H,East Hartford,"Sat, 9/16 8:00 AM",5K,Run to Break the Silence on Ovarian Cancer,$35; Ages 6-11 - $15,9,16,3,6
NH,Milford,"Sat, 9/16 8:00 AM",13.1M,Gulf Beach Half Marathon,"$60 through 5/31, $65 through 8/31, $70 after",9,16,3,6
F,Norwalk,"Sat, 9/16 8:00 AM",13.1M,Norwalk Lightfoot Summer Series,"$22, $25 raceday",9,16,3,6
T,Somers,"Sat, 9/16 8:00 AM",5K,Somers Great Escape,$20 (+2.50),9,16,3,6
M,Deep River,"Sat, 9/16 8:15 AM",1M,Deep River Road Race,.$5,9,16,3,6
W,Killingly,"Sat, 9/16 8:30 AM",1.5M-ish,NOW 3.5ish Mile Road Race,$15 (+1.82) (Kids Age 7-14 only),9,16,3,6
W,Killingly,"Sat, 9/16 8:30 AM",3.5M-ish,NOW 3.5ish Mile Road Race,$30 (+2.64),9,16,3,6
L,Roxbury,"Sat, 9/16 8:30 AM",3M,Roxbury Road Race Series,$5 contribution per runner,9,16,3,6
H,Southington,"Sat, 9/16 8:00 AM",5K,Thalberg 5K,"$25, $10 student",9,16,3,6
F,Stratford,"Sat, 9/16 8:30 AM",540 minutes,Forgotten Forest Ultra Run,"$75 through 6/30, $95 afterwards [50 RUNNER LIMIT]",9,16,3,6
NL,Colchester,"Sat, 9/16 9:00 AM",5K,Race to End Hunger,.$20,9,16,3,6
M,Deep River,"Sat, 9/16 9:00 AM",5K,Deep River Road Race,.$20,9,16,3,6
H,Newington,"Sat, 9/16 9:00 AM",5K,Run for Dom,.$25,9,16,3,6
NH,Wallingford,"Sat, 9/16 9:00 AM",5K,Carver Challenge,"$25, $30 raceday",9,16,3,6
NH,Waterbury,"Sat, 9/16 9:00 AM",5K,Dads Matter Too!,.$20,9,16,3,6
T,Mansfield,"Sat, 9/16 9:30 AM",10K,CT Women of Hope,$25 through 12/31,9,16,3,6
T,Mansfield,"Sat, 9/16 9:30 AM",5K,CT Women of Hope,$18 through 12/31,9,16,3,6
H,Bristol,"Sat, 9/16 10:00 AM",5K,Run For Love,"$25 (+1.49) through 9/8, $30 (+??) afterwards; Families of 4+ - $20 (+1.39) each  Moved to 11/24",9,16,3,6
W,Eastford,"Sat, 9/16 10:00 AM",5K,Never Stop Fighting 5K,"$22 through 8/14, $25 through 9/15, $30 raceday",9,16,3,6
T,Mansfield,"Sat, 9/16 1:00 PM",5M,Kyle Milliken Memorial Run,Donations Accepted,9,16,3,6
NH,Branford,"Sun, 9/17 7:30 AM",Triathlon,Hammerfest Triathlon,"$85 through 8/27, $95 Afterwards",9,17,3,7
F,Stratford,"Sun, 9/17 7:30 AM",30K,Fall Distance Festival,"$15, $20 raceday [150 RUNNER LIMIT]",9,17,3,7
F,Stratford,"Sun, 9/17 7:30 AM",20K,Fall Distance Festival,"$18, $23 raceday [150 RUNNER LIMIT]",9,17,3,7
F,Stratford,"Sun, 9/17 7:30 AM",10K,Fall Distance Festival,"$20, $25 raceday [150 RUNNER LIMIT]",9,17,3,7
F,Ridgefield,"Sun, 9/17 8:00 AM",4M,Where the Pavement Ends,.$35,9,17,3,7
H,Southington,"Sun, 9/17 8:30 AM",10K,Layza's Run For Rescue,.$37.89,9,17,3,7
H,Southington,"Sun, 9/17 8:30 AM",5K,Layza's Run For Rescue,.$32.63,9,17,3,7
M,Chester,"Sun, 9/17 9:00 AM",8M,Trails to a Cure,"$20 through 9/4, $25 afterwards",9,17,3,7
NH,Southbury,"Sun, 9/17 9:00 AM",10M,T2T Pomperaug Trail Challenge,.$45,9,17,3,7
NH,Milford,"Sun, 9/17 9:15 AM",5K,Folks on Foot Run,"$25 through 7/30, $30 through 9/16, $35 raceday; Kids under 12 - $10 (must be w/adult)",9,17,3,7
NH,Meriden,"Sun, 9/17 9:30 AM",5K,Region 9 Run for Knowledge,.$30,9,17,3,7
NH,Woodbridge,"Sun, 9/17 9:30 AM",5K,Murray Lender Bagel Run,.$25,9,17,3,7
NH,New Haven,"Sun, 9/17 10:00 AM",5K,East Rock Sprint Challenge,"$22 by 9/9,  $27 after",9,17,3,7
L,Torrington,"Sun, 9/17 10:30 AM",5K,Miles 4 Moe,"$30, $20 students under 18",9,17,3,7
NL,North Stonington,"Sun, 9/17 11:00 AM",5K Obstacle,Vino and the Beasts,"$70 through 5/31, $80 through 6/30, $85 through 9/9",9,17,3,7
H,Windsor,"Sun, 9/17 12:30 PM",3.5M,Union Street Tavern Trot,"Ages 19 & older - $25, $30 raceday; Ages 10-18 - $15; Ages 9 and under - Free",9,17,3,7
F,Darien,"Sun, 9/17 4:00 PM",10K,Darien Road Race,"$45, $15 youth",9,17,3,7
NL,Griswold,"Sun, 9/17 4:30 PM",5K,Griswold 5K,"$20, $25 raceday",9,17,3,7
W,Killingly,"Sun, 9/17 5:30 PM",5K,Beat the Sunset Series,$15 for entire series - no individual pricing,9,17,3,7
L,Woodbury,"Sat, 9/23 7:00 AM",5K Obstacle,Catalyst Viking Run,"$89 before 6/15, $99 before 7/17, $109 before 8/15, $120 after 8/20",9,23,3,6
NL,Old Lyme,"Sat, 9/23 8:30 AM",5K,Bound For the Sound,$30; Region 18 Employees - $20; Region 18 Student - $10,9,23,3,6
L,Roxbury,"Sat, 9/23 8:30 AM",2.4M,Roxbury Road Race Series,$5 contribution per runner,9,23,3,6
NL,Bozrah,"Sat, 9/23 9:00 AM",5K,Big Gary's Bozrah Fire Department 5K,.$30,9,23,3,6
H,Enfield,"Sat, 9/23 9:00 AM",5K,Lego 5K Family Road Race,$40 [750 RUNNER LIMIT],9,23,3,6
F,Fairfield,"Sat, 9/23 9:00 AM",5K,Only You 5K,"$30 (+1.25) through 8/14, $35 (+1.50) afterwards;
 Ages 16 & under can combo - $40 (+1.50) through 8/14, $45 (+1.50) afterwards",9,23,3,6
F,Fairfield,"Sat, 9/23 9:00 AM",Kids 1M,Only You 5K,"$15 (+1.25) through 8/14, $20 (+1.50) afterwards;
 Ages 16 & under can combo - $40 (+1.50) through 8/14, $45 (+1.50) afterwards",9,23,3,6
H,New Britain,"Sat, 9/23 9:00 AM",5K,Ray Crothers Memorial 5K XC Race,.$20,9,23,3,6
NL,Old Lyme,"Sat, 9/23 9:00 AM",10K,Bound For the Sound,$35; Region 18 Employees - $25; Region 18 Student - $15,9,23,3,6
L,Woodbury,"Sat, 9/23 9:00 AM",5K Obstacle,Catalyst Viking Run,"$89 before 6/15, $99 before 7/17, $109 before 8/15, $120 after 8/20",9,23,3,6
L,Woodbury,"Sat, 9/23 9:00 AM",5K,Go the Distance for Scholars,"$30 through 9/21, $35 afterwards; Students - $12 through 9/21, $15 afterwards",9,23,3,6
